IP,Enterprise Code,MAC,Vendor
31.161.46.56,9,0040017aa181f0,ciscoSystems
45.80.159.2,9,cc167e7d5698,ciscoSystems
23.249.234.225,9,not_set,ciscoSystems
31.160.75.217,9,00f8c2885eb47a,ciscoSystems
37.74.58.58,9,000896ad825bb8,ciscoSystems
31.160.127.17,9,0024813b2ff080,ciscoSystems
37.114.94.89,9,007c69f698fa00,ciscoSystems
37.153.211.242,9,00a4004eb87c00,ciscoSystems
37.26.225.167,9,not_set,ciscoSystems
23.249.235.218,9,not_set,ciscoSystems
45.11.165.77,9,00d4c93cf3d043,ciscoSystems
31.160.64.56,9,000896adf57450,ciscoSystems
31.149.231.17,9,00e4387eccfe80,ciscoSystems
31.160.4.152,9,0000a2eef22cc4,ciscoSystems
31.160.156.239,9,0000a2ee59e530,ciscoSystems
31.160.170.0,9,0070ea1ac7e956,ciscoSystems
23.249.234.182,9,not_set,ciscoSystems
23.109.12.107,8072,No Mac indication (0x03),net-snmp
45.81.222.159,9,not_set,ciscoSystems
31.149.67.153,8072,No Mac indication (0x03),net-snmp
31.25.96.194,1991,0012f29c3300,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
5.159.33.21,9,00f40f1b7a0170,ciscoSystems
31.149.55.107,14823,not_set,"Aruba, a Hewlett Packard Enterprise company"
37.114.95.61,9,00588b1c9ca100,ciscoSystems
37.74.75.87,9,00d4789b8b0830,ciscoSystems
37.46.112.117,8072,No Mac indication (0x03),net-snmp
31.186.166.112,9,00e4aa5dc51d4a,ciscoSystems
31.160.242.52,9,00f07f06ba794c,ciscoSystems
31.3.15.251,9,0058ac78269080,ciscoSystems
31.160.167.51,8072,No Mac indication (0x03),net-snmp
31.223.160.250,9,0010e376a5e980,ciscoSystems
31.187.229.129,8072,No Mac indication (0x03),net-snmp
37.26.225.0,9,not_set,ciscoSystems
37.72.96.21,8072,No Mac indication (0x03),net-snmp
31.149.21.79,9,00700f6a78eaa6,ciscoSystems
37.235.118.204,9,0010b3d6798280,ciscoSystems
5.39.188.162,4413,70106fe4ec80,Broadcom Limited
37.0.86.96,9,0084b80294bbfa,ciscoSystems
31.171.204.214,9,f80f6fe4c650,ciscoSystems
31.160.199.8,9,00bce71231c580,ciscoSystems
37.114.88.100,9,not_set,ciscoSystems
31.160.252.49,8072,No Mac indication (0x03),net-snmp
31.22.83.43,9,00689e0b45c380,ciscoSystems
5.83.1.253,2636,No Mac indication (0x03),"Juniper Networks, Inc."
45.11.164.55,9,0000a2ee1f7475,ciscoSystems
31.160.19.191,9,00a4530e103820,ciscoSystems
31.160.179.249,9,000896adf6011c,ciscoSystems
5.180.224.55,9,00b0aa77197998,ciscoSystems
23.249.232.228,9,00f872eac152de,ciscoSystems
5.10.116.21,9,18e72806ea00,ciscoSystems
5.180.225.201,9,00a8b456bd5000,ciscoSystems
31.186.166.65,9,00e4aa5dc51d4a,ciscoSystems
31.161.16.67,9,000081c40fcf62,ciscoSystems
31.149.40.113,9,00e4387ecdf900,ciscoSystems
31.160.4.89,9,00706d15534186,ciscoSystems
37.235.118.242,9,00d4eb68d85300,ciscoSystems
37.156.228.77,25506,No Mac indication (0x03),H3C
5.104.142.1,25506,443192fb4c17,H3C
37.74.71.231,9,00885a9262f6aa,ciscoSystems
31.3.11.153,9,00d4e880f60e00,ciscoSystems
31.223.173.48,9,0034ed1bdffa80,ciscoSystems
37.17.208.45,8072,No Mac indication (0x03),net-snmp
31.160.72.121,9,0000f28b9e8ddc,ciscoSystems
31.149.8.153,9,00e4387ef54680,ciscoSystems
31.3.14.98,1991,002438435e40,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
31.149.136.48,9,00c4f7d5148da8,ciscoSystems
37.97.239.130,8072,No Mac indication (0x03),net-snmp
31.21.218.1,1344692224,not_set,
31.149.115.241,9,004c776d872f50,ciscoSystems
31.149.153.81,9,00e4387ed94280,ciscoSystems
31.160.166.1,9,0000451d07d390,ciscoSystems
37.114.90.127,9,000018b9aa6a1d,ciscoSystems
31.149.68.249,9,00e4387ef43480,ciscoSystems
37.247.33.161,9,000005740fb2bc,ciscoSystems
37.74.99.239,9,0000351a255fc4,ciscoSystems
37.153.214.56,9,00f872ea336eee,ciscoSystems
5.10.127.10,9,4c0082fc5440,ciscoSystems
31.149.47.209,9,0020cfae98d900,ciscoSystems
37.74.92.155,9,0020cc279b1e07,ciscoSystems
37.114.89.55,9,not_set,ciscoSystems
31.21.214.188,9,003c510e554180,ciscoSystems
31.3.13.204,9,0058ac78269080,ciscoSystems
5.255.88.245,14988,No Mac indication (0x03),MikroTik
31.160.198.112,9,0044ae25d29f80,ciscoSystems
37.235.119.99,9,001cfc17436880,ciscoSystems
31.171.201.38,9,f80f6fe4c650,ciscoSystems
31.20.198.1,1344692224,not_set,
45.81.222.14,9,00ac2aa1519481,ciscoSystems
5.159.34.65,9,00e00edab60000,ciscoSystems
31.149.122.169,9,003c8b7f645b80,ciscoSystems
31.149.188.33,9,00ac7a56111180,ciscoSystems
31.149.141.40,9,0070bc48a28200,ciscoSystems
31.21.218.255,1344692224,not_set,
37.0.87.127,9,00d867d9863900,ciscoSystems
5.132.47.1,1344692224,not_set,
31.3.15.131,9,0058ac78269080,ciscoSystems
31.149.79.39,9,002c4f52f57262,ciscoSystems
31.149.27.15,9,00e4a41c069f00,ciscoSystems
31.160.113.103,9,00bc5a568c9080,ciscoSystems
37.74.177.87,9,00c08c60c31900,ciscoSystems
31.160.203.80,9,00700f6a1c6b80,ciscoSystems
23.249.232.162,9,0028940f6ac278,ciscoSystems
31.160.13.119,9,0000a2ee51f1a0,ciscoSystems
37.235.115.160,9,00f86bd934f500,ciscoSystems
31.161.108.30,9,0000be75519400,ciscoSystems
23.249.233.229,9,00845a3e98bc80,ciscoSystems
37.74.54.224,9,0054a2744157ce,ciscoSystems
31.161.244.183,9,00cc46d6df483c,ciscoSystems
31.149.226.16,9,00e4387ed21600,ciscoSystems
5.10.127.82,9,4c0082fc5440,ciscoSystems
31.56.108.252,invalid,invalid,
5.180.224.49,9,00b0aa77197998,ciscoSystems
31.149.224.128,9,005c838fdfd8ec,ciscoSystems
31.201.27.1,1344692224,not_set,
37.26.227.254,9,00ac2aa1570401,ciscoSystems
31.149.169.234,8072,No Mac indication (0x03),net-snmp
45.11.165.199,9,00acf2c5f38bc3,ciscoSystems
23.249.235.186,9,not_set,ciscoSystems
37.74.47.104,9,00c828e5f2fa80,ciscoSystems
37.74.190.255,9,0084b26167c87c,ciscoSystems
31.160.222.49,9,0000f28bb4f5fa,ciscoSystems
31.3.8.208,9,0058ac78269080,ciscoSystems
31.220.27.94,9,00eabd0ffe80,ciscoSystems
31.3.110.104,invalid,invalid,
31.160.177.239,9,0000f663845ff0,ciscoSystems
23.249.238.209,9,0000077de6f000,ciscoSystems
31.149.231.89,9,00e4387ed79700,ciscoSystems
5.102.141.169,invalid,invalid,
31.160.11.127,9,000062ecec9740,ciscoSystems
31.186.175.90,8072,No Mac indication (0x03),net-snmp
31.3.9.172,9,0058ac78269080,ciscoSystems
23.249.238.195,9,not_set,ciscoSystems
31.161.126.88,9,0000351ae6b594,ciscoSystems
37.153.235.91,9,001006eda2bc70,ciscoSystems
31.149.143.209,9,00e4387ed0fe00,ciscoSystems
5.188.87.193,2636,ec3873d5382c,"Juniper Networks, Inc."
31.160.218.96,9,0054a274c4eb40,ciscoSystems
37.114.95.70,9,0028940f243660,ciscoSystems
5.159.33.177,9,00f40f1b7a0170,ciscoSystems
31.160.0.137,9,0024161ba79e00,ciscoSystems
31.160.92.232,9,000081c40fcf12,ciscoSystems
23.249.237.142,9,00000000000000,ciscoSystems
31.149.182.129,9,00ec01d58b9c00,ciscoSystems
2.58.166.1,invalid,invalid,
31.160.220.178,8072,No Mac indication (0x03),net-snmp
5.39.175.86,9,f80f6fe4c650,ciscoSystems
37.0.86.64,9,0040b5c12ea100,ciscoSystems
31.161.126.89,9,0000351ae6b594,ciscoSystems
31.160.149.192,9,0000fd220fa434,ciscoSystems
5.83.7.97,2636,No Mac indication (0x03),"Juniper Networks, Inc."
31.149.208.137,9,0000f28bb55b2c,ciscoSystems
31.160.83.79,9,0064f69d12fc60,ciscoSystems
5.172.219.31,9,00c08c6052a960,ciscoSystems
37.74.51.12,9,0070bc48a23a00,ciscoSystems
31.149.17.64,9,00d4e880d8635c,ciscoSystems
5.200.10.242,8072,No Mac indication (0x03),net-snmp
5.39.171.25,9,f80f6fe4c650,ciscoSystems
37.153.210.147,8072,1056ca6b35f0,net-snmp
31.149.229.185,9,00e4387ed6e780,ciscoSystems
31.149.181.159,9,0000f28bb50036,ciscoSystems
31.149.204.224,9,00005d73c48312,ciscoSystems
24.132.26.1,9,00f4bd9ee3f000,ciscoSystems
31.20.95.1,1344692224,not_set,
31.160.131.43,9,0000426866d592,ciscoSystems
31.149.199.112,9,00046273e3bb98,ciscoSystems
31.149.179.168,9,0090eb50c22a80,ciscoSystems
37.247.39.96,9,000005740fb2bc,ciscoSystems
37.114.92.63,9,003c13ccee2880,ciscoSystems
31.149.244.72,9,00502fa83c4dac,ciscoSystems
37.0.89.87,9,not_set,ciscoSystems
31.149.8.49,9,000027e3392d08,ciscoSystems
37.26.231.126,9,00c828e5c8c881,ciscoSystems
45.80.100.99,4526,No Mac indication (0x03),Netgear
31.160.211.9,9,00286f7f146ba4,ciscoSystems
37.156.228.37,25506,No Mac indication (0x03),H3C
31.149.131.81,9,00e4387ed0ac00,ciscoSystems
45.80.100.80,4526,No Mac indication (0x03),Netgear
31.160.12.15,9,00a0b439d27f80,ciscoSystems
31.151.166.1,9,0000ebd5ed8400,ciscoSystems
5.39.175.94,9,f80f6fe4c650,ciscoSystems
37.235.119.160,9,00d4eb68db1800,ciscoSystems
23.249.238.1,9,not_set,ciscoSystems
37.26.224.55,9,not_set,ciscoSystems
37.235.118.250,9,000476b0c67580,ciscoSystems
37.123.210.4,2636,0c599c5c6200,"Juniper Networks, Inc."
37.235.116.27,9,001cfc17761480,ciscoSystems
31.160.156.183,9,00007888ef7ae4,ciscoSystems
37.26.228.104,9,00e05fb91576a0,ciscoSystems
31.3.10.81,9,00e00eda559280,ciscoSystems
37.139.137.66,9,00f83918eaab40,ciscoSystems
31.149.184.31,9,0000451d07cc10,ciscoSystems
37.114.93.232,9,002cd02d1082f0,ciscoSystems
37.114.88.7,9,not_set,ciscoSystems
5.255.77.55,8072,No Mac indication (0x03),net-snmp
31.160.209.64,9,00707db98470dc,ciscoSystems
37.74.179.207,9,0000f28bb55528,ciscoSystems
31.161.23.32,9,000027e36b1f00,ciscoSystems
31.3.9.21,9,0058ac78269080,ciscoSystems
31.149.211.143,9,00f40f1b16c444,ciscoSystems
24.132.188.1,9,0000ebd5ed8400,ciscoSystems
37.74.179.81,9,0000c164b75a34,ciscoSystems
37.74.5.87,9,00d4e8803eddd4,ciscoSystems
31.149.103.207,9,0080e01d4536d8,ciscoSystems
31.161.43.209,9,00806a00701b80,ciscoSystems
31.149.95.15,9,000027e3663000,ciscoSystems
37.247.39.29,9,000005740fb2bc,ciscoSystems
31.160.247.193,8072,No Mac indication (0x03),net-snmp
31.200.211.17,1588,No Mac indication (0x03),"Brocade Communications Systems, Inc."
31.3.11.47,9,00500f8054d300,ciscoSystems
31.160.237.184,9,0000351aed2f92,ciscoSystems
31.161.36.173,invalid,invalid,
37.114.92.210,9,003c13ccee2700,ciscoSystems
37.74.6.9,9,006cb2ae634880,ciscoSystems
23.109.12.167,8072,No Mac indication (0x03),net-snmp
37.153.217.109,invalid,invalid,
31.160.23.168,9,0058569f169280,ciscoSystems
5.149.255.75,8072,No Mac indication (0x03),net-snmp
37.153.193.224,9,0044d3caf35cd6,ciscoSystems
31.160.128.249,9,00003a7d606bd0,ciscoSystems
31.149.113.145,9,002c4f52f5728a,ciscoSystems
45.11.166.205,9,00502fa8922a91,ciscoSystems
37.235.112.52,9,007cad4f940780,ciscoSystems
37.114.94.13,9,005c710da41704,ciscoSystems
5.188.86.225,2636,ec3873d5382c,"Juniper Networks, Inc."
31.149.23.239,9,0000be75516900,ciscoSystems
45.81.223.190,9,000845d1019001,ciscoSystems
37.143.85.127,9,not_set,ciscoSystems
5.39.171.190,9,f80f6fe4c650,ciscoSystems
31.161.31.9,9,0000c88b8d8840,ciscoSystems
45.80.100.155,4526,No Mac indication (0x03),Netgear
37.247.39.191,9,000005740fb2bc,ciscoSystems
37.17.215.95,9,00ec447630f483,ciscoSystems
31.160.64.249,9,001cfc174f2600,ciscoSystems
31.149.55.108,14823,not_set,"Aruba, a Hewlett Packard Enterprise company"
37.26.227.23,9,not_set,ciscoSystems
31.160.35.143,9,00707db9302cc8,ciscoSystems
31.160.195.105,9,0000451d06798c,ciscoSystems
31.149.86.89,9,0000eabdd5d622,ciscoSystems
37.26.227.177,9,not_set,ciscoSystems
37.114.89.58,9,00588b1c9d0980,ciscoSystems
37.74.133.120,8072,1056ca1b3e50,net-snmp
37.114.88.71,9,not_set,ciscoSystems
31.160.80.232,9,0000c88bace3a8,ciscoSystems
2.56.203.1,9,0010b3d53d7c10,ciscoSystems
31.151.176.173,4684,No Mac indication (0x03),Ambit Microsystems Corporation
5.188.87.129,2636,ec3873d5382c,"Juniper Networks, Inc."
31.171.205.62,9,2c3311a412f0,ciscoSystems
37.153.235.219,8072,No Mac indication (0x03),net-snmp
5.159.33.165,9,00f40f1b7a0170,ciscoSystems
5.172.45.163,1588,No Mac indication (0x03),"Brocade Communications Systems, Inc."
37.235.114.64,9,00e8b748c3fb88,ciscoSystems
37.203.59.61,9,006400f1065630,ciscoSystems
31.160.81.143,9,0000351a254f50,ciscoSystems
23.249.232.96,9,006c205650350a,ciscoSystems
31.160.169.209,9,006cb2ae451724,ciscoSystems
37.1.110.30,8072,No Mac indication (0x03),net-snmp
45.80.100.104,4526,No Mac indication (0x03),Netgear
5.39.168.38,9,2c3311a412f0,ciscoSystems
31.160.179.113,9,0000f28bb553c0,ciscoSystems
37.203.57.192,9,002c542d401e01,ciscoSystems
31.160.145.111,9,0000a6ca801640,ciscoSystems
31.149.6.31,9,00087b8700b400,ciscoSystems
31.160.40.52,9,000081c40fd11a,ciscoSystems
37.235.117.36,9,00e4387e611700,ciscoSystems
31.160.163.129,9,000062eceaf500,ciscoSystems
31.149.245.17,12356,No Mac indication (0x03),"Fortinet, Inc."
31.149.27.137,9,00b08bcf70b3c8,ciscoSystems
31.149.71.97,9,00e4387ed53000,ciscoSystems
45.11.165.76,9,00a093516d1db1,ciscoSystems
31.20.156.1,1344692224,not_set,
37.114.91.201,9,not_set,ciscoSystems
31.187.164.1,1344692224,not_set,
31.3.13.201,9,0058ac78268c80,ciscoSystems
37.26.227.88,9,not_set,ciscoSystems
31.149.248.16,9,0000c164dfd600,ciscoSystems
31.149.136.79,9,00a46c2ad73015,ciscoSystems
31.200.209.34,1588,No Mac indication (0x03),"Brocade Communications Systems, Inc."
37.97.134.88,8072,No Mac indication (0x03),net-snmp
31.149.223.225,9,006cb2aed2652e,ciscoSystems
45.11.164.93,9,00f80bcbad24e3,ciscoSystems
31.223.172.198,9,0010e376a2a500,ciscoSystems
31.149.76.71,9,004891d50afa00,ciscoSystems
31.149.244.120,9,00fc5b39d36898,ciscoSystems
31.149.30.89,9,00e4387ed02580,ciscoSystems
5.159.32.15,9,00b8114b4707a0,ciscoSystems
31.149.222.97,9,0000fcba7149d6,ciscoSystems
31.149.228.249,9,00e4387ed03300,ciscoSystems
37.74.16.113,invalid,invalid,
37.26.225.105,9,not_set,ciscoSystems
31.223.173.13,9,0080248fdd3500,ciscoSystems
31.160.105.7,9,002cd02d11ee50,ciscoSystems
31.160.145.216,9,00cc167e9f3fc8,ciscoSystems
31.160.96.144,9,00500f80d4d7dc,ciscoSystems
31.160.126.209,9,0070695aa6fff0,ciscoSystems
31.149.80.210,9,00ecf40c77b284,ciscoSystems
37.114.91.240,9,00bc166549dc40,ciscoSystems
31.171.205.126,9,2c3311a412f0,ciscoSystems
37.153.205.152,9,0068cae4b9bb40,ciscoSystems
31.3.9.241,9,0058ac78269080,ciscoSystems
31.186.165.73,9,not_set,ciscoSystems
31.149.114.15,9,0000f28b9e784c,ciscoSystems
5.172.44.1,1588,No Mac indication (0x03),"Brocade Communications Systems, Inc."
31.160.143.120,9,00003a7d6f3314,ciscoSystems
31.149.244.71,9,0000351a07a670,ciscoSystems
31.149.255.160,9,0064f69d0f07ac,ciscoSystems
31.223.161.239,9,0024169dd29780,ciscoSystems
31.160.227.183,9,0070db988346c0,ciscoSystems
37.74.157.128,9,0000f28bb56f54,ciscoSystems
24.132.89.193,4684,No Mac indication (0x03),Ambit Microsystems Corporation
31.160.168.145,9,00f40f1b43a4c8,ciscoSystems
31.160.131.0,9,00286f7f146a8c,ciscoSystems
31.160.129.243,9,0000351a57d6d4,ciscoSystems
37.26.226.230,8072,No Mac indication (0x03),net-snmp
37.235.112.121,9,00e4387e611980,ciscoSystems
31.149.210.16,9,00b08bcf2c281c,ciscoSystems
31.149.41.97,9,00e4387ed49200,ciscoSystems
31.161.49.136,9,00007888bd27a8,ciscoSystems
37.46.112.108,8072,No Mac indication (0x03),net-snmp
37.0.83.160,9,00c471fe1f76c0,ciscoSystems
31.149.246.179,9,0020cfaea6c380,ciscoSystems
31.160.199.9,9,00bce71231c580,ciscoSystems
31.160.85.95,9,0020cfae98d900,ciscoSystems
5.10.127.110,9,4c0082fc5440,ciscoSystems
37.72.96.135,4413,803773fa3067,Broadcom Limited
31.160.196.31,9,007079b30a0d08,ciscoSystems
37.247.33.159,9,000005740fb2bc,ciscoSystems
31.160.194.153,9,0000f28b3dfe86,ciscoSystems
31.223.160.254,9,00f47470e3f300,ciscoSystems
37.0.83.33,9,007cad4fae0100,ciscoSystems
31.151.166.0,9,0000ebd5ed8400,ciscoSystems
45.81.220.62,9,0024d79cd4b301,ciscoSystems
37.74.29.227,9,00188b9d4341f0,ciscoSystems
31.151.40.255,9,0000b670981c00,ciscoSystems
31.20.185.255,1344692224,not_set,
31.160.23.208,9,0070695ae97d80,ciscoSystems
31.160.15.64,9,0000f28bec0178,ciscoSystems
37.235.116.115,9,00c44d84e5e580,ciscoSystems
31.149.148.26,9,00f8c6508dd500,ciscoSystems
37.74.41.40,9,007079b3d259da,ciscoSystems
31.223.166.129,12356,No Mac indication (0x03),"Fortinet, Inc."
5.101.47.253,9,not_set,ciscoSystems
37.48.88.155,8072,No Mac indication (0x03),net-snmp
31.149.208.143,9,0000f28bb55b2c,ciscoSystems
31.149.159.152,9,0028ac9e770400,ciscoSystems
37.153.214.39,9,00f872ea1c8580,ciscoSystems
31.149.132.129,9,0058569f169880,ciscoSystems
31.160.132.15,9,00007888ef7b20,ciscoSystems
37.123.210.65,2636,ec3873d5382c,"Juniper Networks, Inc."
5.39.168.94,9,f80f6fe4c650,ciscoSystems
31.201.26.0,1344692224,not_set,
37.74.51.221,invalid,invalid,
5.102.140.57,invalid,invalid,
37.114.88.51,9,not_set,ciscoSystems
37.74.90.77,7367,1449bc847c28,DrayTek Corporation
31.201.7.49,9,not_set,ciscoSystems
45.11.166.206,9,00706d1553857d,ciscoSystems
37.153.214.18,9,006c416acf26c4,ciscoSystems
37.247.34.32,9,000005740fb2bc,ciscoSystems
31.160.137.225,9,00002a108abd38,ciscoSystems
31.223.161.2,8072,No Mac indication (0x03),net-snmp
37.247.39.133,8072,No Mac indication (0x03),net-snmp
5.22.255.10,1991,001bed950640,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
31.160.34.222,8072,No Mac indication (0x03),net-snmp
5.255.77.105,232,No Mac indication (0x03),Compaq
5.102.140.41,invalid,invalid,
31.3.15.149,9,003c5731684280,ciscoSystems
37.235.115.121,9,00689e0b200800,ciscoSystems
31.161.51.73,9,0024d79c72fa00,ciscoSystems
37.1.104.201,9,00c08c609537f2,ciscoSystems
37.153.238.171,9,00a41875002026,ciscoSystems
31.149.36.121,9,00e4387eccfc00,ciscoSystems
37.74.31.10,8072,No Mac indication (0x03),net-snmp
31.207.9.176,9,00889cad9d2a80,ciscoSystems
5.182.210.238,8072,No Mac indication (0x03),net-snmp
31.3.9.224,9,00d4e880f64700,ciscoSystems
31.149.181.152,9,0000f28bb50036,ciscoSystems
31.149.254.168,9,00a478063a7380,ciscoSystems
31.151.50.1,9,0000ebd5ed8400,ciscoSystems
37.74.169.0,9,00a46c2ad50700,ciscoSystems
31.149.160.41,9,00e4387ed0a300,ciscoSystems
31.149.212.96,9,00a8b4564ecfd0,ciscoSystems
37.114.94.246,9,not_set,ciscoSystems
31.149.98.184,9,007079b35cbc00,ciscoSystems
37.17.209.196,1991,002438635b00,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
31.187.199.195,invalid,invalid,
5.183.132.48,9,0028ac9e0e9100,ciscoSystems
45.80.100.22,4526,No Mac indication (0x03),Netgear
37.114.88.109,9,not_set,ciscoSystems
23.249.233.51,9,not_set,ciscoSystems
37.0.88.137,9,002c5741b5ac00,ciscoSystems
45.81.222.143,9,not_set,ciscoSystems
31.20.164.177,9,not_set,ciscoSystems
37.74.161.159,9,0040017aa185b0,ciscoSystems
31.201.232.1,1344692224,not_set,
5.102.141.105,invalid,invalid,
31.149.142.63,9,00bce712ed4b80,ciscoSystems
37.0.23.15,9,00e4aa5dc51d4a,ciscoSystems
45.81.222.111,9,not_set,ciscoSystems
45.81.168.195,invalid,invalid,
23.249.236.175,9,0078baf9fc75ac,ciscoSystems
31.149.133.1,9,00bc26c7f9f3b8,ciscoSystems
5.172.47.129,1588,No Mac indication (0x03),"Brocade Communications Systems, Inc."
37.74.24.1,8072,No Mac indication (0x03),net-snmp
31.149.19.103,9,0000f28bb54374,ciscoSystems
31.186.166.145,9,not_set,ciscoSystems
37.114.89.206,9,00fc9947264000,ciscoSystems
45.14.135.112,8072,No Mac indication (0x03),net-snmp
23.249.234.193,9,00d47798ef8e80,ciscoSystems
31.160.59.177,9,00007888bd2910,ciscoSystems
31.149.124.151,9,00c4f7d52387f2,ciscoSystems
45.11.165.198,9,00acf2c5f38bc3,ciscoSystems
37.0.95.176,9,00009ad219af98,ciscoSystems
31.161.5.237,9,00cc46d6c0b0c4,ciscoSystems
23.249.237.163,9,00885a926678f8,ciscoSystems
31.149.72.249,9,00a4530e6f1114,ciscoSystems
31.201.122.1,1344692224,not_set,
31.20.180.1,1344692224,not_set,
31.161.16.161,9,00b0aa77ede92e,ciscoSystems
31.161.34.209,9,00007888be3ec8,ciscoSystems
45.9.173.5,9,002c5a0ffc6880,ciscoSystems
37.153.218.193,9,00ecce13ae24a0,ciscoSystems
31.151.208.255,9,0000ebd5ed8400,ciscoSystems
31.3.13.248,9,00d4e880f60e00,ciscoSystems
37.114.88.228,9,0000eabd0a6880,ciscoSystems
37.74.29.245,9,00188b9d4341f0,ciscoSystems
31.149.7.104,9,00084fa98ae400,ciscoSystems
31.20.164.172,9,not_set,ciscoSystems
5.255.91.89,232,No Mac indication (0x03),Compaq
31.149.204.249,9,00843dc6cfa9b8,ciscoSystems
5.200.30.42,8072,No Mac indication (0x03),net-snmp
5.83.7.93,2636,No Mac indication (0x03),"Juniper Networks, Inc."
5.102.140.185,invalid,invalid,
31.200.208.66,1588,No Mac indication (0x03),"Brocade Communications Systems, Inc."
37.153.254.19,9,002c3311cab286,ciscoSystems
23.249.239.89,9,not_set,ciscoSystems
31.160.136.188,9,00cc167ed45650,ciscoSystems
31.161.70.186,8072,No Mac indication (0x03),net-snmp
31.151.47.1,9,0000ebd5ed8400,ciscoSystems
37.74.60.191,9,006cb2ae634d80,ciscoSystems
31.160.71.55,9,003890a5e8af18,ciscoSystems
31.149.216.231,9,0084b26179155e,ciscoSystems
31.161.49.17,9,0078bc1a354e80,ciscoSystems
31.3.8.17,9,00007888895c00,ciscoSystems
31.149.9.65,9,00e4387ed77000,ciscoSystems
31.149.134.96,9,00002334001c01,ciscoSystems
31.160.112.175,9,0000c88bacd91c,ciscoSystems
5.10.127.112,9,4c0082fc5440,ciscoSystems
31.149.219.1,9,003890a56f86f0,ciscoSystems
31.3.9.32,9,00500f807e2d00,ciscoSystems
37.74.199.208,9,00a4530e6f1268,ciscoSystems
37.75.153.233,8072,No Mac indication (0x03),net-snmp
5.34.236.238,invalid,invalid,
23.249.236.59,9,00bc1665522080,ciscoSystems
31.160.10.193,9,00e4387ecd0e00,ciscoSystems
31.149.89.249,9,006c310e34b640,ciscoSystems
37.26.225.206,9,0070c9c6498901,ciscoSystems
23.249.234.143,9,003c13ccee2680,ciscoSystems
37.235.114.24,9,00d48cb5db1238,ciscoSystems
37.74.20.1,9,006cab05d9018c,ciscoSystems
31.3.9.84,9,00500f807e3700,ciscoSystems
37.74.57.191,9,not_set,ciscoSystems
31.160.237.32,9,0000be7501ae86,ciscoSystems
37.44.9.145,invalid,invalid,
31.160.217.136,9,00f09e63d0a0e6,ciscoSystems
45.11.164.85,9,00508789ef9d5f,ciscoSystems
31.149.179.169,9,0090eb50c22a80,ciscoSystems
37.247.33.241,9,000005740fb2bc,ciscoSystems
5.10.127.70,9,4c0082fc5440,ciscoSystems
37.74.51.15,9,0070bc48a23a00,ciscoSystems
31.149.222.233,9,00005d73266d6e,ciscoSystems
31.160.169.200,9,0084b261b4e970,ciscoSystems
23.249.239.186,9,not_set,ciscoSystems
23.109.12.19,8072,No Mac indication (0x03),net-snmp
23.249.235.97,9,not_set,ciscoSystems
37.114.89.54,9,00fc99476f43c0,ciscoSystems
31.20.164.65,9,not_set,ciscoSystems
37.0.87.131,9,007411b258fc00,ciscoSystems
2.57.171.2,9,780cf0de6806,ciscoSystems
31.3.13.125,9,0058ac78269080,ciscoSystems
31.220.24.60,invalid,invalid,
31.160.59.183,9,00007888bd2910,ciscoSystems
31.3.14.33,1991,002438435e40,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
31.25.102.62,1991,0012f29c3300,"Brocade Communication Systems, Inc. (formerly 'Foundry Networks, Inc.')"
31.151.52.255,9,0094d469541400,ciscoSystems
31.160.88.185,9,006cdd3057b7e0,ciscoSystems
31.160.23.193,9,0000fd229e056c,ciscoSystems
37.1.110.21,8072,No Mac indication (0x03),net-snmp
31.149.22.113,9,002cf89b4c5abc,ciscoSystems
31.160.179.32,9,00b838614ad7c6,ciscoSystems
31.160.171.231,9,0070695ae96930,ciscoSystems
37.74.57.153,9,004c776da5bc04,ciscoSystems
45.80.100.123,4526,No Mac indication (0x03),Netgear
31.149.110.240,9,00707db96e7a78,ciscoSystems
31.149.169.112,9,006cb2aed27302,ciscoSystems
31.160.189.233,9,0000351a582640,ciscoSystems
31.201.200.1,1344692224,not_set,
31.149.252.88,9,00004268d3f012,ciscoSystems
31.149.42.105,9,00e4a41cc858e0,ciscoSystems
37.153.204.12,9,00000000000000,ciscoSystems
37.114.90.90,9,001cdf0f6dd220,ciscoSystems
31.160.61.9,9,00b08bcf70b8c8,ciscoSystems
37.114.88.57,9,003c13ccee2880,ciscoSystems
31.160.18.113,9,0084b26155e418,ciscoSystems
5.188.86.249,2636,0c599c5a1400,"Juniper Networks, Inc."
5.188.87.73,2636,ec3873d5382c,"Juniper Networks, Inc."
37.0.94.161,8072,No Mac indication (0x03),net-snmp
37.153.255.255,9,00706bb99a7654,ciscoSystems
31.149.38.121,9,00002a10aba8bc,ciscoSystems
37.114.93.200,9,0068efbd9c7760,ciscoSystems
31.149.99.144,9,007079b3afadb0,ciscoSystems
45.81.222.201,9,not_set,ciscoSystems
37.153.206.46,9,000081c4da65e0,ciscoSystems
31.149.196.127,9,0044ae25d23380,ciscoSystems
31.201.18.1,1344692224,not_set,
31.160.132.40,9,005c64f1351080,ciscoSystems
31.160.34.219,8072,No Mac indication (0x03),net-snmp
